ENSG	GeneSymbol	log2FoldChange	padj
ENSG00000112312.8	GMNN	-1.027	0.787194783828212
ENSG00000112320.10	SOBP	-0.282	0.979689701413654
ENSG00000112335.13	SNX3	-0.349	0.854586252483044
ENSG00000112337.9	SLC17A2	-1.829	0.800111472169613
ENSG00000112339.13	HBS1L	0.435	0.860330477556288
ENSG00000112343.10	TRIM38	-0.105	0.977777036918532
ENSG00000112357.11	PEX7	0.449	0.903818275522034
ENSG00000112365.4	ZBTB24	0.322	0.911351528611031
ENSG00000112367.9	FIG4	0.175	0.960357436641782
ENSG00000112378.11	PERP	0.193	0.977181771104685
ENSG00000112379.8	ARFGEF3	1.01	0.751086828055091
ENSG00000112394.15	SLC16A10	1.399	0.728148098105373
ENSG00000112406.4	HECA	-0.09	0.988467719666183
ENSG00000112414.13	ADGRG6	-1.15	0.8617498263897
ENSG00000112419.13	PHACTR2	0.159	0.982615593597666
ENSG00000112425.12	EPM2A	-0.5	0.839953948322294
ENSG00000112473.15	SLC39A7	0.105	0.982615593597666
ENSG00000112494.8	UNC93A	-1.67	0.780611886159309
ENSG00000112511.16	PHF1	-0.08	0.987824373716955
ENSG00000112514.14	CUTA	-0.112	0.982442185129749
ENSG00000112530.10	PACRG	-0.298	0.978431599736052
ENSG00000112531.15	QKI	-0.468	0.864688451948624
ENSG00000112541.12	PDE10A	0.701	0.932982672233643
ENSG00000112559.12	MDFI	0.439	0.954811531676322
ENSG00000112561.16	TFEB	-1.036	0.662679157168106
ENSG00000112562.17	SMOC2	-0.737	0.907995129029674
ENSG00000112576.11	CCND3	1.496	0.386401692475429
ENSG00000112578.8	BYSL	0.612	0.60168971626894
ENSG00000112584.12	FAM120B	0.362	0.872025397458502
ENSG00000112592.11	TBP	0.247	0.912181345493727
ENSG00000112599.8	GUCA1B	1.159	0.666066997233458
ENSG00000112619.7	PRPH2	0.775	0.821609195569139
ENSG00000112624.11	GLTSCR1L	-0.37	0.874314743267304
ENSG00000112640.13	PPP2R5D	-0.067	0.987810861548804
ENSG00000112651.10	MRPL2	-0.128	0.978645864311012
ENSG00000112655.14	PTK7	1.261	0.704595864847661
ENSG00000112658.7	SRF	-0.023	0.99584517872062
ENSG00000112659.12	CUL9	0.009	0.998117201067154
ENSG00000112667.11	DNPH1	-0.473	0.856324171275096
ENSG00000112679.13	DUSP22	-0.153	0.9669998821027
ENSG00000112685.12	EXOC2	0.069	0.987824373716955
ENSG00000112695.10	COX7A2	-0.094	0.987824373716955
ENSG00000112697.14	TMEM30A	0.031	0.996742725329335
ENSG00000112699.9	GMDS	0.662	0.860873610948867
ENSG00000112701.16	SENP6	0.412	0.827464668393134
ENSG00000112706.10	IMPG1	0.373	0.950122380384479
ENSG00000112715.19	VEGFA	1.256	0.583256004364615
ENSG00000112739.15	PRPF4B	0.382	0.717149907722154
ENSG00000112742.8	TTK	1.277	0.659024398535294
ENSG00000112759.15	SLC29A1	-1.062	0.693478857003578
ENSG00000112763.14	BTN2A1	-0.025	0.99625857172442
ENSG00000112769.17	LAMA4	-0.718	0.868898278601338
ENSG00000112773.14	FAM46A	1.019	0.60168971626894
ENSG00000112782.14	CLIC5	-2.041	0.39510845225741
ENSG00000112787.11	FBRSL1	-0.033	0.994366705838497
ENSG00000112796.8	ENPP5	-0.243	0.972503764065735
ENSG00000112799.7	LY86	-2.185	0.206986095859912
ENSG00000112812.14	PRSS16	0.066	0.993056238568157
ENSG00000112837.15	TBX18	5.16	0.0164055515481882
ENSG00000112851.13	ERBB2IP	-0.16	0.959407123547407
ENSG00000112852.6	PCDHB2	1.016	0.912324171937227
ENSG00000112855.13	HARS2	0.029	0.99361018743262
ENSG00000112874.8	NUDT12	-0.991	0.7222445056072
ENSG00000112877.7	CEP72	0.85	0.703888647458739
ENSG00000112893.8	MAN2A1	-1.04	0.621114414151632
ENSG00000112902.10	SEMA5A	0.825	0.700192923197669
ENSG00000112936.17	C7	-3.169	0.323239597458042
ENSG00000112941.11	PAPD7	0.158	0.951984485472979
ENSG00000112964.12	GHR	-2.075	0.613918347146841
ENSG00000112972.13	HMGCS1	-0.177	0.980991834636687
ENSG00000112977.14	DAP	-0.644	0.781763138008337
ENSG00000112981.4	NME5	-0.477	0.963337893034027
ENSG00000112983.16	BRD8	-0.064	0.987824373716955
ENSG00000112984.10	KIF20A	0.069	0.994366705838497
ENSG00000112992.15	NNT	-1.09	0.816401159854571
ENSG00000112996.8	MRPS30	-0.003	0.999405775904437
ENSG00000113013.11	HSPA9	-0.372	0.907054866253379
ENSG00000113048.15	MRPS27	-0.238	0.912353390925019
ENSG00000113068.8	PFDN1	-0.557	0.608583543056569
ENSG00000113070.7	HBEGF	-1.084	0.69219699708195
ENSG00000113073.13	SLC4A9	-1.142	0.812015159887963
ENSG00000113083.11	LOX	0.006	0.999405775904437
ENSG00000113088.5	GZMK	-4.961	0.0802272418918678
ENSG00000113108.16	APBB3	-0.193	0.974712192369086
ENSG00000113119.11	TMCO6	0.197	0.930417890301598
ENSG00000113140.9	SPARC	-0.507	0.902839151408414
ENSG00000113141.14	IK	-0.296	0.821280978410385
ENSG00000113161.14	HMGCR	-0.128	0.975285095555086
ENSG00000113163.14	COL4A3BP	-0.751	0.709315353570911
ENSG00000113194.11	FAF2	0.092	0.977181771104685
ENSG00000113205.4	PCDHB3	-0.703	0.932982672233643
ENSG00000113209.8	PCDHB5	-1.254	0.890486148642294
ENSG00000113211.5	PCDHB6	-1.573	0.763138067853229
ENSG00000113212.6	PCDHB7	-2.103	0.578835217784641
ENSG00000113231.12	PDE8B	0.698	0.785055129584651
ENSG00000113240.11	CLK4	-0.334	0.881063733719445
ENSG00000113248.5	PCDHB15	2.523	0.0963092004254678
ENSG00000113249.11	HAVCR1	-0.896	0.936755092288146
ENSG00000113262.13	GRM6	-0.14	0.988467719666183
ENSG00000113263.11	ITK	-3.745	0.193819515741409
ENSG00000113269.12	RNF130	-1.154	0.0855848439649024
ENSG00000113272.12	THG1L	-0.655	0.750513034441401
ENSG00000113273.14	ARSB	-0.36	0.872025397458502
ENSG00000113282.12	CLINT1	-0.714	0.668093140019052
ENSG00000113296.13	THBS4	-1.246	0.759215554105759
ENSG00000113300.10	CNOT6	0.024	0.994366705838497
ENSG00000113303.10	BTNL8	-2.978	0.683754241486469
ENSG00000113312.9	TTC1	-0.629	0.649331367211366
ENSG00000113318.9	MSH3	-0.347	0.870252317533941
ENSG00000113319.10	RASGRF2	0.81	0.877267800779613
ENSG00000113328.17	CCNG1	-0.533	0.814409416006141
ENSG00000113356.9	POLR3G	-0.297	0.95983908763956
ENSG00000113360.15	DROSHA	0.158	0.944188078141109
ENSG00000113361.11	CDH6	0.244	0.986263367826178
ENSG00000113368.10	LMNB1	0.543	0.87394802434501
ENSG00000113369.7	ARRDC3	0.174	0.97815611924855
ENSG00000113384.12	GOLPH3	0.083	0.986263367826178
ENSG00000113387.10	SUB1	-0.702	0.739999445301176
ENSG00000113389.14	NPR3	-0.886	0.886351058129531
ENSG00000113391.15	FAM172A	0.149	0.964764121678216
ENSG00000113407.12	TARS	-0.111	0.979689701413654
ENSG00000113441.14	LNPEP	-0.671	0.659227440726204
ENSG00000113448.15	PDE4D	1.846	0.533211286840099
ENSG00000113456.17	RAD1	0.076	0.982862184373809
ENSG00000113460.11	BRIX1	0.364	0.816371432412856
ENSG00000113492.12	AGXT2	-1.156	0.937073281864182
ENSG00000113494.15	PRLR	-0.341	0.976362709867529
ENSG00000113504.18	SLC12A7	-0.615	0.849730611858172
ENSG00000113522.12	RAD50	-0.352	0.875192549608896
ENSG00000113532.11	ST8SIA4	-1.045	0.713313645778833
ENSG00000113552.14	GNPDA1	-0.386	0.876783493696812
ENSG00000113555.5	PCDH12	-0.505	0.824522813197426
ENSG00000113558.17	SKP1	-0.439	0.689969073449461
ENSG00000113569.14	NUP155	0.203	0.931926454701778
ENSG00000113575.8	PPP2CA	-0.439	0.662100530751501
ENSG00000113578.16	FGF1	-0.871	0.887513523611405
ENSG00000113580.13	NR3C1	-0.503	0.842992491882264
ENSG00000113583.7	C5orf15	-0.3	0.899743949797366
ENSG00000113593.10	PPWD1	-0.057	0.987824373716955
ENSG00000113594.8	LIFR	-1.507	0.598300663923865
ENSG00000113595.13	TRIM23	-0.255	0.929112602491818
ENSG00000113597.16	TRAPPC13	-0.204	0.942014766032331
ENSG00000113600.9	C9	-4.03	0.623248867217818
ENSG00000113615.11	SEC24A	-0.42	0.907054866253379
ENSG00000113621.13	TXNDC15	-0.177	0.937073281864182
ENSG00000113638.11	TTC33	-0.266	0.950122380384479
ENSG00000113643.7	RARS	-0.371	0.827194327661428
ENSG00000113645.12	WWC1	-0.995	0.78958133277026
ENSG00000113648.15	H2AFY	-0.218	0.906621155343987
ENSG00000113649.10	TCERG1	0.312	0.807313929764071
ENSG00000113657.11	DPYSL3	-1.234	0.749587010334238
ENSG00000113658.15	SMAD5	-0.622	0.821132007857234
ENSG00000113712.15	CSNK1A1	-0.614	0.662532720194797
ENSG00000113716.11	HMGXB3	-0.199	0.937073281864182
ENSG00000113719.14	ERGIC1	-0.458	0.87905008613176
ENSG00000113721.12	PDGFRB	-0.201	0.976134649537164
ENSG00000113722.15	CDX1	2.006	
ENSG00000113732.7	ATP6V0E1	-0.678	0.60168971626894
ENSG00000113734.16	BNIP1	-0.738	0.624726329011969
ENSG00000113739.9	STC2	0.156	0.987561006754262
ENSG00000113742.11	CPEB4	-1.258	0.662277319912929
ENSG00000113749.6	HRH2	2.664	0.366948530383486
ENSG00000113758.12	DBN1	-0.094	0.989649297811421
ENSG00000113761.10	ZNF346	-0.055	0.987561006754262
ENSG00000113763.9	UNC5A	-2.269	0.442464266785987
ENSG00000113790.9	EHHADH	-0.064	0.995011503620783
ENSG00000113805.8	CNTN3	-4.244	0.123921986298545
ENSG00000113810.14	SMC4	0.393	0.937167864896432
ENSG00000113811.9	SELK	-0.348	0.850391116879292
ENSG00000113812.12	ACTR8	-0.151	0.945583967596398
ENSG00000113838.11	TBCCD1	-0.217	0.926859596264566
ENSG00000113845.8	TIMMDC1	0.066	0.987824373716955
ENSG00000113851.12	CRBN	-0.358	0.785197268972247
ENSG00000113889.10	KNG1	-3.046	0.644859311737294
ENSG00000113905.4	HRG	-1.704	0.882958417869427
ENSG00000113916.16	BCL6	0.074	0.991023137179418
ENSG00000113924.10	HGD	0.627	0.932644646009772
ENSG00000113946.3	CLDN16	-1.424	0.525946879484992
ENSG00000113966.8	ARL6	-0.354	0.882744912678737
ENSG00000113971.17	NPHP3	0.348	0.873830810436444
ENSG00000114013.14	CD86	-2.649	0.109160196990737
ENSG00000114019.13	AMOTL2	-0.413	0.917973526829735
ENSG00000114021.10	NIT2	-0.334	0.933831691616757
ENSG00000114023.14	FAM162A	-0.783	0.814409416006141
ENSG00000114026.20	OGG1	-0.412	0.823402076162419
ENSG00000114030.11	KPNA1	0.118	0.975758083741914
ENSG00000114054.12	PCCB	0.029	0.997410479572337
ENSG00000114062.16	UBE3A	0.063	0.984571725668858
ENSG00000114098.16	ARMC8	-0.264	0.87394802434501
ENSG00000114107.7	CEP70	-0.758	0.691068432054009
ENSG00000114115.8	RBP1	-0.502	0.950264239937034
ENSG00000114120.10	SLC25A36	0.439	0.889551798907455
ENSG00000114125.12	RNF7	-0.478	0.819747015100539
ENSG00000114126.16	TFDP2	-0.217	0.972374169433838
ENSG00000114127.9	XRN1	-0.905	0.523246361291257
ENSG00000114166.7	KAT2B	-1.897	0.259994668034971
ENSG00000114200.8	BCHE	-2.743	0.507803324050643
ENSG00000114209.13	PDCD10	-0.479	0.759299384421383
ENSG00000114248.8	LRRC31	-1.839	0.80440066608914
ENSG00000114251.12	WNT5A	1.501	0.633878258017506
ENSG00000114268.10	PFKFB4	1.061	0.631678155570123
ENSG00000114270.14	COL7A1	2.559	0.231874973551238
ENSG00000114279.12	FGF12	-3.035	0.265355658954109
ENSG00000114302.14	PRKAR2A	-0.409	0.885728432480471
ENSG00000114315.3	HES1	-0.626	0.821280978410385
ENSG00000114316.11	USP4	0.027	0.99584517872062
ENSG00000114331.11	ACAP2	0.111	0.979784281677344
ENSG00000114346.12	ECT2	1.126	0.604938755633691
ENSG00000114353.15	GNAI2	-0.362	0.903818275522034
ENSG00000114354.11	TFG	-0.205	0.962533879328181
ENSG00000114378.15	HYAL1	-0.96	0.811777738434981
ENSG00000114383.8	TUSC2	-0.036	0.993056238568157
ENSG00000114388.11	NPRL2	-0.152	0.975758083741914
ENSG00000114391.11	RPL24	0.051	0.99404558287422
ENSG00000114395.9	CYB561D2	-0.307	0.926859596264566
ENSG00000114405.9	C3orf14	-0.345	0.972374169433838
ENSG00000114416.16	FXR1	-0.144	0.95983908763956
ENSG00000114423.17	CBLB	-0.336	0.862017934098725
ENSG00000114439.17	BBX	0.03	0.99721597945701
ENSG00000114446.4	IFT57	-0.299	0.944188078141109
ENSG00000114450.8	GNB4	-1.324	0.452905447705432
ENSG00000114455.12	HHLA2	-2.462	0.744903123684572
ENSG00000114473.12	IQCG	-0.184	0.978645864311012
ENSG00000114480.11	GBE1	-0.591	0.907789312768187
ENSG00000114491.12	UMPS	-0.294	0.886300641461752
ENSG00000114503.9	NCBP2	0.37	0.824883168417502
ENSG00000114520.9	SNX4	-0.313	0.892766380708324
ENSG00000114529.11	C3orf52	-0.472	0.920328065809185
ENSG00000114541.13	FRMD4B	-0.331	0.932688046562642
ENSG00000114544.14	SLC41A3	0.02	0.99721597945701
ENSG00000114554.10	PLXNA1	0.432	0.893307864242824
ENSG00000114573.8	ATP6V1A	-0.551	0.781538404938626
ENSG00000114626.16	ABTB1	-0.702	0.669386604187363
ENSG00000114631.10	PODXL2	-0.375	0.979784281677344
ENSG00000114638.6	UPK1B	-0.813	0.972374169433838
ENSG00000114646.8	CSPG5	-0.531	0.950122380384479
ENSG00000114648.10	KLHL18	-0.17	0.960493974022809
ENSG00000114650.17	SCAP	0.124	0.971739940039005
ENSG00000114654.7	EFCC1	-1.042	0.632956561785289
ENSG00000114656.9	KIAA1257	0.047	0.99721597945701
ENSG00000114670.12	NEK11	-0.017	0.998117201067154
ENSG00000114686.7	MRPL3	0.263	0.911589944463294
ENSG00000114698.13	PLSCR4	-1.078	0.682276656942739
ENSG00000114735.8	HEMK1	0.435	0.839953948322294
ENSG00000114737.14	CISH	-1.029	0.473392497950502
ENSG00000114738.9	MAPKAPK3	-0.975	0.695414728390347
ENSG00000114739.12	ACVR2B	0.646	0.717149907722154
ENSG00000114742.12	WDR48	-0.348	0.889931013124848
ENSG00000114744.7	COMMD2	-0.195	0.896173503506587
ENSG00000114745.12	GORASP1	-0.354	0.862448957915445
ENSG00000114757.17	PEX5L	-0.633	0.916417284117895
ENSG00000114767.6	RRP9	-0.107	0.980991834636687
ENSG00000114770.15	ABCC5	0.055	0.991352641036274
ENSG00000114771.12	AADAC	-3.008	0.507803324050643
ENSG00000114779.18	ABHD14B	-0.499	0.832170484801175
ENSG00000114784.3	EIF1B	-0.365	0.785214492931509
ENSG00000114790.11	ARHGEF26	-1.869	0.568158700539213
ENSG00000114796.14	KLHL24	-0.503	0.816371432412856
ENSG00000114805.15	PLCH1	2.31	0.3115284713199
ENSG00000114812.11	VIPR1	-2.092	0.513667427573551
ENSG00000114841.16	DNAH1	-0.274	0.957852054644848
ENSG00000114850.5	SSR3	-0.206	0.957194964491386
ENSG00000114853.12	ZBTB47	-0.86	0.610945654000064
ENSG00000114854.6	TNNC1	-0.938	0.887186231241291
ENSG00000114857.16	NKTR	0.383	0.893307864242824
ENSG00000114859.13	CLCN2	-0.833	0.818606631076288
ENSG00000114861.17	FOXP1	-0.775	0.563867979565227
ENSG00000114867.18	EIF4G1	-0.165	0.956667872207263
ENSG00000114902.12	SPCS1	-0.317	0.854796430577403
ENSG00000114904.11	NEK4	0.394	0.87394802434501
ENSG00000114923.15	SLC4A3	-0.712	0.876539764268329
ENSG00000114933.14	INO80D	0.499	0.635578118163269
ENSG00000114942.12	EEF1B2	-0.523	0.836819885045053
ENSG00000114948.11	ADAM23	0.582	0.901372019363546
ENSG00000114956.18	DGUOK	0.019	0.99721597945701
ENSG00000114978.16	MOB1A	0.355	0.84530606163039
ENSG00000114982.16	KANSL3	-0.294	0.901691465897941
ENSG00000114988.10	LMAN2L	-0.312	0.850391116879292
ENSG00000114993.14	RTKN	-0.014	0.998117201067154
ENSG00000114999.7	TTL	0.281	0.916921471542438
ENSG00000115009.10	CCL20	0.839	0.894917444775952
ENSG00000115020.15	PIKFYVE	0.079	0.985578772171487
ENSG00000115041.11	KCNIP3	-1.607	0.543108048733493
ENSG00000115042.8	FAHD2A	-0.198	0.95983908763956
ENSG00000115053.14	NCL	0.311	0.739120642683205
ENSG00000115073.7	ACTR1B	-0.386	0.80393126957563
ENSG00000115084.11	SLC35F5	-0.292	0.932871574616364
ENSG00000115085.12	ZAP70	-1.828	0.461024788852615
ENSG00000115091.10	ACTR3	-0.256	0.91246922830387
ENSG00000115107.18	STEAP3	-0.297	0.967169234510297
ENSG00000115109.12	EPB41L5	-0.222	0.959077487970309
ENSG00000115112.7	TFCP2L1	0.819	0.917493413278479
ENSG00000115128.6	SF3B6	0.095	0.972625444616831
ENSG00000115129.12	TP53I3	0.225	0.95983908763956
ENSG00000115137.10	DNAJC27	0.111	0.977181771104685
ENSG00000115138.9	POMC	-0.359	0.974542212894379
ENSG00000115145.8	STAM2	0.12	0.967982758850391
ENSG00000115155.15	OTOF	-0.947	0.899478063092526
ENSG00000115159.14	GPD2	0.346	0.903818275522034
ENSG00000115163.13	CENPA	0.931	0.805400628785028
ENSG00000115165.8	CYTIP	-1.572	0.633878258017506
ENSG00000115170.12	ACVR1	-0.269	0.959647638065988
ENSG00000115183.12	TANC1	0.589	0.797225849094221
ENSG00000115204.13	MPV17	0.053	0.988467719666183
ENSG00000115207.12	GTF3C2	0.418	0.668264064134118
ENSG00000115211.14	EIF2B4	0.397	0.642580286572397
ENSG00000115216.12	NRBP1	-0.016	0.99721597945701
ENSG00000115221.9	ITGB6	1.411	0.875613776169018
ENSG00000115226.8	FNDC4	0.162	0.987824373716955
ENSG00000115232.12	ITGA4	-1.24	0.664560559599976
ENSG00000115233.10	PSMD14	0.033	0.994366705838497
ENSG00000115234.9	SNX17	-0.166	0.947688814552388
ENSG00000115239.20	ASB3	0.485	0.774661022218054
ENSG00000115241.10	PPM1G	-0.007	0.998591466615811
ENSG00000115252.17	PDE1A	-1.427	0.408541295348711
ENSG00000115255.9	REEP6	-0.587	0.925635903761308
ENSG00000115257.14	PCSK4	-0.481	0.923777018501325
ENSG00000115266.10	APC2	-0.822	0.727028944692639
ENSG00000115267.5	IFIH1	-0.899	0.621114414151632
ENSG00000115268.8	RPS15	-0.484	0.889931013124848
ENSG00000115271.9	GCA	-0.189	0.95983908763956
ENSG00000115274.13	INO80B	0.302	0.927571406702536
ENSG00000115275.10	MOGS	0.165	0.916417284117895
ENSG00000115282.18	TTC31	0.131	0.93387069096085
ENSG00000115286.18	NDUFS7	-1.215	0.335555556781405
ENSG00000115289.11	PCGF1	0.079	0.978523836921537
ENSG00000115290.8	GRB14	-1.029	0.855751289239275
ENSG00000115295.18	CLIP4	0.763	0.872144185515338
ENSG00000115306.14	SPTBN1	-0.474	0.885186058798632
ENSG00000115307.15	AUP1	0.389	0.800197612264745
ENSG00000115310.16	RTN4	-0.22	0.957194964491386
ENSG00000115317.10	HTRA2	0.019	0.996742725329335
ENSG00000115318.10	LOXL3	0.022	0.99721597945701
ENSG00000115325.12	DOK1	0.045	0.993056238568157
ENSG00000115339.12	GALNT3	0.347	0.972374169433838
ENSG00000115350.10	POLE4	0.122	0.979358227017763
ENSG00000115353.9	TACR1	0.427	0.975758083741914
ENSG00000115355.14	CCDC88A	-0.076	0.993059031128523
ENSG00000115361.6	ACADL	-2.357	0.467235966101296
ENSG00000115363.12	EVA1A	-1.324	0.83878404840025
ENSG00000115364.12	MRPL19	0.118	0.972374169433838
ENSG00000115365.10	LANCL1	0.065	0.98667330133435
ENSG00000115368.8	WDR75	0.531	0.614401099681532
ENSG00000115380.17	EFEMP1	-2.004	0.585962822922133
ENSG00000115386.5	REG1A	-5.744	0.174479462420633
ENSG00000115392.10	FANCL	0.608	0.496918526714674
ENSG00000115414.17	FN1	0.339	0.977181771104685
ENSG00000115415.17	STAT1	-1.347	0.575511393126605
ENSG00000115419.11	GLS	-1.081	0.365469329168446
ENSG00000115421.11	PAPOLG	0.522	0.621114414151632
ENSG00000115423.17	DNAH6	0.3	0.968346762482424
ENSG00000115425.12	PECR	-0.765	0.812855116276241
ENSG00000115446.10	UNC50	-0.094	0.962250885181862
ENSG00000115457.8	IGFBP2	2.407	0.389631847788292
ENSG00000115459.16	ELMOD3	0.267	0.87907891112578
ENSG00000115461.4	IGFBP5	1.256	0.713313645778833
ENSG00000115464.13	USP34	0.208	0.9732115244944
ENSG00000115468.10	EFHD1	-0.81	0.863594641749752
ENSG00000115484.13	CCT4	0.229	0.917973526829735
ENSG00000115486.10	GGCX	-0.433	0.87394802434501
ENSG00000115504.13	EHBP1	1.157	0.275901978545
ENSG00000115507.8	OTX1	1.411	0.551282173531276
ENSG00000115514.10	TXNDC9	-0.255	0.896173503506587
ENSG00000115520.7	COQ10B	-0.417	0.827464668393134
ENSG00000115523.15	GNLY	-1.629	0.693478857003578
ENSG00000115524.14	SF3B1	0.329	0.737295896655769
ENSG00000115525.15	ST3GAL5	-2.906	0.180507707382032
ENSG00000115526.9	CHST10	-0.051	0.995167931743551
ENSG00000115539.12	PDCL3	0.078	0.979689701413654
ENSG00000115540.13	MOB4	0.134	0.952242497820828
ENSG00000115541.9	HSPE1	0.184	0.961171527847687
ENSG00000115548.15	KDM3A	0.801	0.480899277597736
ENSG00000115556.12	PLCD4	-0.03	0.99721597945701
ENSG00000115561.13	CHMP3	-0.011	0.998117201067154
ENSG00000115568.14	ZNF142	0.372	0.795102322272201
ENSG00000115590.12	IL1R2	-1.617	0.690153116682154
ENSG00000115594.10	IL1R1	-1.246	0.432278358514952
ENSG00000115596.3	WNT6	2.251	0.659024398535294
ENSG00000115598.8	IL1RL2	-1.252	0.738071442440682
ENSG00000115602.15	IL1RL1	-3.636	0.206874006752394
ENSG00000115604.9	IL18R1	-1.695	0.452484710025591
ENSG00000115607.8	IL18RAP	-1.698	0.647677549073191
ENSG00000115616.2	SLC9A2	-1.9	0.781763138008337
ENSG00000115641.17	FHL2	0.515	0.936755092288146
ENSG00000115648.12	MLPH	0.348	0.977181771104685
ENSG00000115649.14	CNPPD1	-0.355	0.801973864951443
ENSG00000115652.13	UXS1	-0.338	0.910121113111785
ENSG00000115657.11	ABCB6	2.286	0.0094414773997802
ENSG00000115661.12	STK16	0.193	0.911538284112502
ENSG00000115677.15	HDLBP	-0.08	0.9847672713064
ENSG00000115685.13	PPP1R7	-0.255	0.902525768821373
ENSG00000115687.12	PASK	0.858	0.720972489855594
ENSG00000115694.13	STK25	0.304	0.785214492931509
ENSG00000115718.16	PROC	-0.529	0.967982758850391
ENSG00000115738.8	ID2	-0.361	0.932982672233643
ENSG00000115750.15	TAF1B	0.468	0.782255167791766
ENSG00000115756.11	HPCAL1	-0.097	0.986148561584461
ENSG00000115758.11	ODC1	0.097	0.988467719666183
ENSG00000115760.12	BIRC6	0.17	0.95983908763956
ENSG00000115761.14	NOL10	0.138	0.933013052162844
ENSG00000115762.15	PLEKHB2	-0.438	0.875506263941315
ENSG00000115806.11	GORASP2	0.309	0.82043153854508
ENSG00000115808.10	STRN	-0.037	0.994084506036504
ENSG00000115816.12	CEBPZ	0.383	0.775154606503161
ENSG00000115825.8	PRKD3	1.867	0.127778576607395
ENSG00000115827.12	DCAF17	0.873	0.177514212746957
ENSG00000115828.14	QPCT	5.679	4.24184361963461e-10
ENSG00000115839.16	RAB3GAP1	0.012	0.998117201067154
ENSG00000115840.12	SLC25A12	0.374	0.95983908763956
ENSG00000115841.18	RMDN2	-0.136	0.973130913718482
ENSG00000115866.9	DARS	0.522	0.724659403132059
ENSG00000115875.17	SRSF7	0.571	0.59514609695778
ENSG00000115884.9	SDC1	-0.367	0.956168325843262
ENSG00000115896.14	PLCL1	-1.01	0.683265543783967
ENSG00000115902.9	SLC1A4	0.075	0.990540964931913
ENSG00000115904.11	SOS1	0.145	0.951984485472979
ENSG00000115919.13	KYNU	1.149	0.85967244725616
ENSG00000115935.15	WIPF1	-1.047	0.784641164737577
ENSG00000115942.7	ORC2	0.671	0.315766030462204
ENSG00000115944.13	COX7A2L	0.008	0.99838517881002
ENSG00000115946.6	PNO1	0.252	0.913870930313419
ENSG00000115947.12	ORC4	0.168	0.946498391884515
ENSG00000115956.9	PLEK	-2.712	0.269746420118663
ENSG00000115963.12	RND3	0.305	0.9600863296023
ENSG00000115966.15	ATF2	0.349	0.820229029958135
ENSG00000115970.17	THADA	0.593	0.517930326671239
ENSG00000115977.17	AAK1	-0.929	0.371472870132366
ENSG00000115993.10	TRAK2	-0.513	0.851485836821002
ENSG00000115998.6	C2orf42	-0.142	0.95983908763956
ENSG00000116001.14	TIA1	0.608	0.450751460899887
ENSG00000116005.10	PCYOX1	-0.217	0.949736060340966
ENSG00000116016.12	EPAS1	-0.177	0.975183016318045
ENSG00000116017.9	ARID3A	0.891	0.502563358401144
ENSG00000116030.15	SUMO1	0.291	0.846763459945387
ENSG00000116031.8	CD207	-1.743	0.814409416006141
ENSG00000116032.5	GRIN3B	-0.919	0.831618945790155
ENSG00000116035.2	VAX2	0.005	0.999421944799129
ENSG00000116039.10	ATP6V1B1	1.026	0.887513523611405
ENSG00000116044.14	NFE2L2	0.207	0.936755092288146
